OID_,Join_Count,TARGET_FID,FID_1,STATEFP10,PLACEFP10,PLACENS10,GEOID10,NAME10,NAMELSAD10,STATEFP,COUNTYFP,COUNTYNS,GEOID,COUNTY_NAME
1400,1,1399,1400,06,38065,02408471,0638065,Kennedy,Kennedy CDP,06,077,00277303,06077,San Joaquin
1401,1,1400,1401,06,11796,02582966,0611796,Castaic,Castaic CDP,06,037,00277283,06037,Los Angeles
1402,1,1401,1402,06,33574,02408383,0633574,Highgrove,Highgrove CDP,06,065,00277297,06065,Riverside
1403,1,1402,1403,06,22146,02408078,0622146,Elmira,Elmira CDP,06,095,00277312,06095,Solano
1404,1,1403,1404,06,41558,02408612,0641558,Lincoln Village,Lincoln Village CDP,06,077,00277303,06077,San Joaquin
1405,1,1404,1405,06,34302,02408398,0634302,Home Gardens,Home Gardens CDP,06,065,00277297,06065,Riverside
1406,1,1405,1406,06,50188,02408896,0650188,Myrtletown,Myrtletown CDP,06,023,01681908,06023,Humboldt
1407,1,1406,1407,06,32385,02583032,0632385,Hasley Canyon,Hasley Canyon CDP,06,037,00277283,06037,Los Angeles
1408,1,1407,1408,06,57204,02409067,0657204,Pine Hills,Pine Hills CDP,06,023,01681908,06023,Humboldt
1409,1,1408,1409,06,34316,02408399,0634316,Homeland,Homeland CDP,06,065,00277297,06065,Riverside
1410,1,1409,1410,06,21964,02583006,0621964,Elizabeth Lake,Elizabeth Lake CDP,06,037,00277283,06037,Los Angeles
1411,1,1410,1411,06,36203,02408414,0636203,Idyllwild-Pine Cove,Idyllwild-Pine Cove CDP,06,065,00277297,06065,Riverside
1412,1,1411,1412,06,60088,02409154,0660088,Redway,Redway CDP,06,023,01681908,06023,Humboldt
1413,1,1412,1413,06,84385,02409573,0684385,Westhaven-Moonstone,Westhaven-Moonstone CDP,06,023,01681908,06023,Humboldt
1414,1,1413,1414,06,39556,02583050,0639556,Lake Hughes,Lake Hughes CDP,06,037,00277283,06037,Los Angeles
1415,1,1414,1415,06,39598,02408560,0639598,Lakeland Village,Lakeland Village CDP,06,065,00277297,06065,Riverside
1416,1,1415,1416,06,85642,02409598,0685642,Willow Creek,Willow Creek CDP,06,023,01681908,06023,Humboldt
1417,1,1416,1417,06,41208,02583056,0641208,Leona Valley,Leona Valley CDP,06,037,00277283,06037,Los Angeles
1418,1,1417,1418,06,54218,02611444,0654218,Orick,Orick CDP,06,023,01681908,06023,Humboldt
1419,1,1418,1419,06,39836,02408564,0639836,Lakeview,Lakeview CDP,06,065,00277297,06065,Riverside
1420,1,1419,1420,06,45680,02408176,0645680,March ARB,March ARB CDP,06,065,00277297,06065,Riverside
1421,1,1420,1421,06,74130,02583151,0674130,Stevenson Ranch,Stevenson Ranch CDP,06,037,00277283,06037,Los Angeles
1422,1,1421,1422,06,06567,02611424,0606567,Big Lagoon,Big Lagoon CDP,06,023,01681908,06023,Humboldt
1423,1,1422,1423,06,46660,02408811,0646660,Mecca,Mecca CDP,06,065,00277297,06065,Riverside
1424,1,1423,1424,06,77308,02583157,0677308,Sun Village,Sun Village CDP,06,037,00277283,06037,Los Angeles
1425,1,1424,1425,06,24008,02611430,0624008,Fieldbrook,Fieldbrook CDP,06,023,01681908,06023,Humboldt
1426,1,1425,1426,06,41670,02408614,0641670,Linden,Linden CDP,06,077,00277303,06077,San Joaquin
1427,1,1426,1427,06,47976,02408838,0647976,Mira Loma,Mira Loma CDP,06,065,00277297,06065,Riverside
1428,1,1427,1428,06,31092,02583029,0631092,Green Valley,Green Valley CDP,06,037,00277283,06037,Los Angeles
1429,1,1428,1429,06,42328,02611440,0642328,Loleta,Loleta CDP,06,023,01681908,06023,Humboldt
1430,1,1429,1430,06,42104,02408625,0642104,Lockeford,Lockeford CDP,06,077,00277303,06077,San Joaquin
1431,1,1430,1431,06,52624,02408960,0652624,Nuevo,Nuevo CDP,06,065,00277297,06065,Riverside
1432,1,1431,1432,06,70518,02611446,0670518,Scotia,Scotia CDP,06,023,01681908,06023,Humboldt
1433,1,1432,1433,06,31099,02408330,0631099,Green Valley,Green Valley CDP,06,095,00277312,06095,Solano
1434,1,1433,1434,06,78960,02583164,0678960,Topanga,Topanga CDP,06,037,00277283,06037,Los Angeles
1435,1,1434,1435,06,49180,02408866,0649180,Morada,Morada CDP,06,077,00277303,06077,San Joaquin
1436,1,1435,1436,06,21034,02408704,0621034,East Rancho Dominguez,East Rancho Dominguez CDP,06,037,00277283,06037,Los Angeles
1437,1,1436,1437,06,56350,02409048,0656350,Pedley,Pedley CDP,06,065,00277297,06065,Riverside
1438,1,1437,1438,06,62860,02583098,0662860,Rose Hills,Rose Hills CDP,06,037,00277283,06037,Los Angeles
1439,1,1438,1439,06,62756,02409205,0662756,Romoland,Romoland CDP,06,065,00277297,06065,Riverside
1440,1,1439,1440,06,68308,02629291,0668308,San Pasqual,San Pasqual CDP,06,037,00277283,06037,Los Angeles
1441,1,1440,1441,06,77595,02410048,0677595,Taft Mosswood,Taft Mosswood CDP,06,077,00277303,06077,San Joaquin
1442,1,1441,1442,06,32340,02583031,0632340,Hartley,Hartley CDP,06,095,00277312,06095,Solano
1443,1,1442,1443,06,00212,02407697,0600212,Acton,Acton CDP,06,037,00277283,06037,Los Angeles
1444,1,1443,1444,06,63260,02409222,0663260,Rubidoux,Rubidoux CDP,06,065,00277297,06065,Riverside
1445,1,1444,1445,06,14708,02582980,0614708,Collierville,Collierville CDP,06,077,00277303,06077,San Joaquin
1446,1,1445,1446,06,00996,02582932,0600996,Allendale,Allendale CDP,06,095,00277312,06095,Solano
1447,1,1446,1447,06,01150,02407724,0601150,Alondra Park,Alondra Park CDP,06,037,00277283,06037,Los Angeles
1448,1,1447,1448,06,76022,02410031,0676022,Sunnyslope,Sunnyslope CDP,06,065,00277297,06065,Riverside
1449,1,1448,1449,06,01290,02407732,0601290,Altadena,Altadena CDP,06,037,00277283,06037,Los Angeles
1450,1,1449,1450,06,78596,02409313,0678596,Thousand Palms,Thousand Palms CDP,06,065,00277297,06065,Riverside
1451,1,1450,1451,06,84004,02611454,0684004,Weott,Weott CDP,06,023,01681908,06023,Humboldt
1452,1,1451,1452,06,50146,02611442,0650146,Myers Flat,Myers Flat CDP,06,023,01681908,06023,Humboldt
1453,1,1452,1453,06,03344,02407785,0603344,Avocado Heights,Avocado Heights CDP,06,037,00277283,06037,Los Angeles
1454,1,1453,1454,06,81708,02409393,0681708,Valle Vista,Valle Vista CDP,06,065,00277297,06065,Riverside
1455,1,1454,1455,06,71372,02611448,0671372,Shelter Cove,Shelter Cove CDP,06,023,01681908,06023,Humboldt
1456,1,1455,1456,06,12734,02408014,0612734,Charter Oak,Charter Oak CDP,06,037,00277283,06037,Los Angeles
1457,1,1456,1457,06,85894,02409606,0685894,Winchester,Winchester CDP,06,065,00277297,06065,Riverside
1458,1,1457,1458,06,13560,02407624,0613560,Citrus,Citrus CDP,06,037,00277283,06037,Los Angeles
1459,1,1458,1459,06,28154,02611433,0628154,Garberville,Garberville CDP,06,023,01681908,06023,Humboldt
1460,1,1459,1460,06,18352,02408648,0618352,Del Aire,Del Aire CDP,06,037,00277283,06037,Los Angeles
1461,1,1460,1461,06,48060,02611441,0648060,Miranda,Miranda CDP,06,023,01681908,06023,Humboldt
1462,1,1461,1462,06,86244,02409622,0686244,Woodcrest,Woodcrest CDP,06,065,00277297,06065,Riverside
1463,1,1462,1463,06,19052,02408666,0619052,Desert View Highlands,Desert View Highlands CDP,06,037,00277283,06037,Los Angeles
1464,1,1463,1464,06,00786,02611374,0600786,Alderpoint,Alderpoint CDP,06,023,01681908,06023,Humboldt
1465,1,1464,1465,06,05262,02611375,0605262,Benbow,Benbow CDP,06,023,01681908,06023,Humboldt
1466,1,1465,1466,06,20746,02408710,0620746,East La Mirada,East La Mirada CDP,06,037,00277283,06037,Los Angeles
1467,1,1466,1467,06,00464,02582929,0600464,Aguanga,Aguanga CDP,06,065,00277297,06065,Riverside
1468,1,1467,1468,06,45414,02628755,0645414,Manila,Manila CDP,06,023,01681908,06023,Humboldt
1469,1,1468,1469,06,64392,02628788,0664392,Samoa,Samoa CDP,06,023,01681908,06023,Humboldt
1470,1,1469,1470,06,20802,02408711,0620802,East Los Angeles,East Los Angeles CDP,06,037,00277283,06037,Los Angeles
1471,1,1470,1471,06,24022,02628730,0624022,Fields Landing,Fields Landing CDP,06,023,01681908,06023,Humboldt
1472,1,1471,1472,06,59906,02628781,0659906,Redcrest,Redcrest CDP,06,023,01681908,06023,Humboldt
1473,1,1472,1473,06,02294,02582935,0602294,Anza,Anza CDP,06,065,00277297,06065,Riverside
1474,1,1473,1474,06,20984,02408716,0620984,East Pasadena,East Pasadena CDP,06,037,00277283,06037,Los Angeles
1475,1,1474,1475,06,16420,02582983,0616420,Coronita,Coronita CDP,06,065,00277297,06065,Riverside
1476,1,1475,1476,06,36420,02628741,0636420,Indianola,Indianola CDP,06,023,01681908,06023,Humboldt
1477,1,1476,1477,06,18982,02582993,0618982,Desert Center,Desert Center CDP,06,065,00277297,06065,Riverside
1478,1,1477,1478,06,21096,02408037,0621096,East San Gabriel,East San Gabriel CDP,06,037,00277283,06037,Los Angeles
1479,1,1478,1479,06,18986,02582994,0618986,Desert Edge,Desert Edge CDP,06,065,00277297,06065,Riverside
1480,1,1479,1480,06,24477,02408218,0624477,Florence-Graham,Florence-Graham CDP,06,037,00277283,06037,Los Angeles
1481,1,1480,1481,06,56854,02628776,0656854,Phillipsville,Phillipsville CDP,06,023,01681908,06023,Humboldt
1482,1,1481,1482,06,85206,02583184,0685206,Whitewater,Whitewater CDP,06,065,00277297,06065,Riverside
1483,1,1482,1483,06,31596,02408344,0631596,Hacienda Heights,Hacienda Heights CDP,06,037,00277283,06037,Los Angeles
1484,1,1483,1484,06,83460,02583181,0683460,Warm Springs,Warm Springs CDP,06,065,00277297,06065,Riverside
1485,1,1484,1485,06,83085,02583177,0683085,Vista Santa Rosa,Vista Santa Rosa CDP,06,065,00277297,06065,Riverside
1486,1,1485,1486,06,39045,02408503,0639045,La Crescenta-Montrose,La Crescenta-Montrose CDP,06,037,00277283,06037,Los Angeles
1487,1,1486,1487,06,39108,02408521,0639108,Ladera Heights,Ladera Heights CDP,06,037,00277283,06037,Los Angeles
1488,1,1487,1488,06,78456,02583161,0678456,Thermal,Thermal CDP,06,065,00277297,06065,Riverside
1489,1,1488,1489,06,39612,02408541,0639612,Lake Los Angeles,Lake Los Angeles CDP,06,037,00277283,06037,Los Angeles
1490,1,1489,1490,06,72156,02583145,0672156,Sky Valley,Sky Valley CDP,06,065,00277297,06065,Riverside
1491,1,1490,1491,06,61012,02583122,0661012,Ripley,Ripley CDP,06,065,00277297,06065,Riverside
1492,1,1491,1492,06,41180,02408600,0641180,Lennox,Lennox CDP,06,037,00277283,06037,Los Angeles
1493,1,1492,1493,06,41880,02408620,0641880,Littlerock,Littlerock CDP,06,037,00277283,06037,Los Angeles
1494,1,1493,1494,06,52302,02583097,0652302,North Shore,North Shore CDP,06,065,00277297,06065,Riverside
1495,1,1494,1495,06,45806,02408179,0645806,Marina del Rey,Marina del Rey CDP,06,037,00277283,06037,Los Angeles
1496,1,1495,1496,06,47066,02583079,0647066,Mesa Verde,Mesa Verde CDP,06,065,00277297,06065,Riverside
1497,1,1496,1497,06,46436,02408192,0646436,Mayflower Village,Mayflower Village CDP,06,037,00277283,06037,Los Angeles
1498,1,1497,1498,06,51820,02408938,0651820,North El Monte,North El Monte CDP,06,037,00277283,06037,Los Angeles
1499,1,1498,1499,06,46520,02583076,0646520,Meadowbrook,Meadowbrook CDP,06,065,00277297,06065,Riverside
1500,1,1499,1500,06,18464,02408654,0618464,Delhi,Delhi CDP,06,047,00277288,06047,Merced
1501,1,1500,1501,06,59052,02409114,0659052,Quartz Hill,Quartz Hill CDP,06,037,00277283,06037,Los Angeles
1502,1,1501,1502,06,46646,02583077,0646646,Mead Valley,Mead Valley CDP,06,065,00277297,06065,Riverside
1503,1,1502,1503,06,33861,02408391,0633861,Hilmar-Irwin,Hilmar-Irwin CDP,06,047,00277288,06047,Merced
1504,1,1503,1504,06,39715,02583052,0639715,Lake Riverside,Lake Riverside CDP,06,065,00277297,06065,Riverside
1505,1,1504,1505,06,02980,02407773,0602980,Ashland,Ashland CDP,06,001,01675839,06001,Alameda
1506,1,1505,1506,06,39645,02583051,0639645,Lake Mathews,Lake Mathews CDP,06,065,00277297,06065,Riverside
1507,1,1506,1507,06,73167,02629294,0673167,South Monrovia Island,South Monrovia Island CDP,06,037,00277283,06037,Los Angeles
1508,1,1507,1508,06,11964,02407987,0611964,Castro Valley,Castro Valley CDP,06,001,01675839,06001,Alameda
1509,1,1508,1509,06,36452,02583039,0636452,Indio Hills,Indio Hills CDP,06,065,00277297,06065,Riverside
1510,1,1509,1510,06,30410,02583026,0630410,Good Hope,Good Hope CDP,06,065,00277297,06065,Riverside
1511,1,1510,1511,06,26067,02583019,0626067,French Valley,French Valley CDP,06,065,00277297,06065,Riverside
1512,1,1511,1512,06,22457,02583009,0622457,El Sobrante,El Sobrante CDP,06,065,00277297,06065,Riverside
1513,1,1512,1513,06,21230,02629135,0621230,Eastvale,Eastvale CDP,06,065,00277297,06065,Riverside
1514,1,1513,1514,06,12902,02408020,0612902,Cherryland,Cherryland CDP,06,001,01675839,06001,Alameda
1515,1,1514,1515,06,23350,02408104,0623350,Fairview,Fairview CDP,06,001,01675839,06001,Alameda
1516,1,1515,1516,06,68112,02409260,0668112,San Lorenzo,San Lorenzo CDP,06,001,01675839,06001,Alameda
1517,1,1516,1517,06,77042,02410033,0677042,Sunol,Sunol CDP,06,001,01675839,06001,Alameda
1518,1,1517,1518,06,06616,02407843,0606616,Big Pine,Big Pine CDP,06,027,01804637,06027,Inyo
1519,1,1518,1519,06,19022,02629131,0619022,Desert Palms,Desert Palms CDP,06,065,00277297,06065,Riverside
1520,1,1519,1520,06,17204,02629130,0617204,Crestmore Heights,Crestmore Heights CDP,06,065,00277297,06065,Riverside
1521,1,1520,1521,06,78134,02629134,0678134,Temescal Valley,Temescal Valley CDP,06,065,00277297,06065,Riverside
1522,1,1521,1522,06,29112,02629132,0629112,Garnet,Garnet CDP,06,065,00277297,06065,Riverside
1523,1,1522,1523,06,49544,02629133,0649544,Mountain Center,Mountain Center CDP,06,065,00277297,06065,Riverside
